Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,24,Yes,0,3,52,Offer B,Yes,5.65,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,20.4,1090.65,0.0,0,293.8,1384.45
Male,43,Yes,0,5,48,Offer B,Yes,15.95,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.25,855.1,0.0,0,765.6,1620.7
Male,25,Yes,3,8,68,Offer A,Yes,24.08,No,Yes,Fiber Optic,41.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,80.35,5375.15,0.0,0,1637.44,7012.59
Male,25,No,0,0,21,Offer D,Yes,12.76,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,0.0,0,267.96,2120.81
Female,34,Yes,1,1,41,Offer B,Yes,21.28,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.3,772.4,0.0,0,872.48,1644.88
Female,57,No,0,0,4,Offer E,Yes,38.96,No,Yes,DSL,10.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,55.5,227.35,0.0,0,155.84,383.19
Male,27,No,0,0,3,Offer E,Yes,38.41,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.7,57.5,0.0,0,115.23,172.73
Female,49,Yes,0,0,2,Offer E,Yes,26.58,No,Yes,Fiber Optic,23.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,194.55,0.0,0,53.16,247.71
Female,25,No,0,0,5,Offer E,Yes,48.86,No,Yes,Fiber Optic,59.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,0.0,0,244.3,628.55
Male,62,No,0,0,29,Offer C,Yes,48.2,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.8,2807.1,0.0,0,1397.8,4204.9
Male,70,Yes,0,1,3,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0.0,0,96.93,376.48
Male,21,Yes,2,5,70,Offer A,Yes,40.77,Yes,Yes,Fiber Optic,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.55,8152.3,0.0,0,2853.9,11006.2
Male,34,Yes,1,6,52,Offer B,Yes,29.55,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,24.55,1331.05,0.0,0,1536.6,2867.65
Male,79,Yes,0,4,67,Offer A,Yes,7.2,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,94.65,6079.0,0.0,0,482.4,6561.4
Female,20,Yes,2,2,56,Offer B,Yes,31.53,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.45,1385.85,0.0,0,1765.68,3151.53
Female,25,No,0,0,70,Offer A,Yes,8.39,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.9,6838.6,0.0,0,587.3,7425.9
Male,21,Yes,3,9,22,Offer D,Yes,42.58,No,Yes,DSL,82.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,57.95,1271.8,0.0,0,936.76,2208.56
Male,22,Yes,3,0,7,Offer E,Yes,49.83,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.25,174.7,0.0,0,348.81,523.51
Male,31,No,0,0,32,Offer C,Yes,1.49,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0.0,0,47.68,2643.83
Male,57,Yes,3,1,55,Offer B,Yes,40.94,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.5,1177.95,5.83,0,2251.7,3423.82
Male,40,No,0,0,16,Offer D,Yes,40.17,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,284.35,0.0,0,642.72,927.07
Female,51,Yes,0,1,72,Offer A,No,0.0,No Phone Service,Yes,Cable,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.2,3937.45,0.0,0,0.0,3937.45
Male,61,No,2,0,30,Offer C,Yes,4.27,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,25.35,723.3,0.0,0,128.1,851.4
Female,52,No,0,0,2,Offer E,Yes,7.64,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,145.15,0.0,0,15.28,160.43
Female,79,No,0,0,70,Offer A,Yes,47.27,Yes,Yes,Cable,3.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,5212.65,0.0,0,3308.9,8521.55
Male,23,No,0,0,52,Offer B,Yes,29.16,Yes,Yes,Cable,73.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.75,4217.8,0.0,0,1516.32,5734.12
Male,67,No,0,0,49,Offer B,Yes,43.19,Yes,Yes,Cable,10.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,4060.9,0.0,0,2116.31,6177.21
Male,44,Yes,0,1,12,Offer D,Yes,44.6,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.05,999.8,0.0,0,535.2,1535.0
Female,38,Yes,0,1,17,Offer D,Yes,5.4,No,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.6,1704.95,0.0,0,91.8,1796.75
Female,31,No,0,0,1,Offer E,Yes,4.41,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.1,44.1,0.0,0,4.41,48.51
Female,54,No,0,0,13,Offer D,Yes,6.78,Yes,Yes,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.35,1358.85,34.09,0,88.14,1412.9
Female,29,No,1,0,19,Offer D,Yes,35.45,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.5,398.55,24.07,0,673.55,1048.03
Male,47,No,0,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0,198.08,847.73
Female,60,No,0,0,26,Offer C,Yes,40.14,No,Yes,Fiber Optic,4.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.85,2475.35,0.0,0,1043.64,3518.99
Male,74,Yes,0,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0,1879.44,5152.99
Male,52,No,0,0,24,Offer C,Yes,49.3,Yes,Yes,Fiber Optic,20.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,1861.5,0.0,0,1183.2,3044.7
Male,39,Yes,0,10,51,Offer B,Yes,9.99,Yes,Yes,DSL,5.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.2,3901.25,0.0,0,509.49,4410.74
Male,51,No,0,0,64,Offer B,Yes,9.95,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,6603.8,0.0,0,636.8,7240.6
Male,42,Yes,2,1,67,Offer A,Yes,10.9,No,Yes,Cable,26.0,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,54.2,3838.2,0.0,10,730.3,4578.5
Male,20,No,3,0,31,Offer C,No,0.0,No Phone Service,Yes,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.0,789.2,22.4,0,0.0,766.8
Female,66,Yes,0,5,15,Offer D,Yes,37.84,No,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,0.0,0,567.6,1852.65
Male,40,No,0,0,9,Offer E,Yes,15.53,No,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,811.65,0.0,0,139.77,951.42
Male,44,Yes,1,1,33,Offer C,Yes,1.62,No,Yes,Cable,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,82.1,2603.1,0.0,0,53.46,2656.56
Female,78,Yes,0,2,71,Offer A,Yes,12.26,No,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.4,7168.25,0.0,0,870.46,8038.71
Male,50,No,1,0,13,Offer D,Yes,30.19,No,Yes,DSL,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,66.4,831.75,0.0,0,392.47,1224.22
Male,56,Yes,0,1,65,Offer B,Yes,40.47,No,Yes,DSL,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,4820.15,0.0,0,2630.55,7450.7
Male,71,No,0,0,1,Offer E,Yes,15.28,No,Yes,Cable,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38
Male,74,No,0,0,24,Offer C,Yes,31.73,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,70.0,1732.6,0.0,140,761.52,2634.12
Female,64,No,0,0,59,Offer B,Yes,41.23,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.45,1493.1,0.0,0,2432.57,3925.67
Female,52,Yes,2,3,61,Offer B,Yes,40.48,Yes,Yes,DSL,20.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.4,4820.55,0.0,0,2469.28,7289.83
Female,61,Yes,0,4,35,Offer C,Yes,10.43,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,0.0,80,365.05,2861.6
Female,21,Yes,0,1,70,Offer A,Yes,41.88,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0.0,150,2931.6,10756.15
Female,24,Yes,0,10,12,Offer D,No,0.0,No Phone Service,Yes,Cable,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.85,617.15,0.0,0,0.0,617.15
Male,71,Yes,0,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,4525.8,0.0,0,107.1,4632.9
Male,76,Yes,0,2,32,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0.0,0,1514.88,3818.23
Female,74,No,0,0,4,Offer E,Yes,31.61,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,396.1,0.0,0,126.44,522.54
Male,30,Yes,0,4,71,Offer A,Yes,16.24,No,Yes,Cable,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,0.0,0,1153.04,6307.54
Female,25,Yes,0,1,65,Offer B,Yes,1.29,No,Yes,DSL,51.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71.0,4386.2,0.0,0,83.85,4470.05
Female,37,No,0,0,5,Offer E,Yes,45.74,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.3,420.45,0.0,10,228.7,659.15
Male,47,No,0,0,5,Offer E,Yes,7.31,No,Yes,DSL,18.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.2,216.9,0.0,0,36.55,253.45
Male,27,No,0,0,4,Offer E,No,0.0,No Phone Service,Yes,DSL,48.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0.0,0,0.0,118.5
Male,75,No,0,0,37,Offer C,No,0.0,No Phone Service,Yes,DSL,29.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65,1315.0,0.0,0,0.0,1315.0
Female,65,Yes,0,1,26,Offer C,Yes,18.26,No,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,0.0,0,474.76,2644.51
Male,71,No,0,0,2,Offer E,Yes,37.97,No,Yes,DSL,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,49.95,107.1,0.0,0,75.94,183.04
Male,35,No,0,0,59,Offer B,Yes,49.48,Yes,Yes,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,54.15,3116.15,0.0,0,2919.32,6035.47
Male,52,Yes,2,9,46,Offer B,Yes,38.45,No,Yes,DSL,15.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9,2560.1,0.0,0,1768.7,4328.8
Male,30,No,0,0,67,Offer A,No,0.0,No Phone Service,Yes,Cable,85.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,49.35,3321.35,0.0,0,0.0,3321.35
Male,63,Yes,2,1,24,Offer C,Yes,17.27,Yes,Yes,DSL,18.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.75,1338.15,0.0,0,414.48,1752.63
Male,43,No,0,0,25,Offer C,Yes,17.64,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,20.15,536.35,0.0,0,441.0,977.35
Male,28,No,0,0,1,Offer E,Yes,10.98,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0,10.98,31.18
Female,49,No,0,0,12,Offer D,Yes,16.07,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,1238.45,0.0,0,192.84,1431.29
Male,66,Yes,0,1,72,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,7932.5,0.0,140,1349.28,9421.78
Female,67,Yes,0,1,70,Offer A,Yes,18.67,Yes,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,6474.45,0.0,0,1306.9,7781.35
Male,32,No,0,0,1,Offer E,Yes,31.77,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.85,19.85,0.0,0,31.77,51.62
Male,20,No,0,0,4,Offer E,Yes,18.28,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.65,67.55,0.0,0,73.12,140.67
Female,49,Yes,1,7,64,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,0.0,0,1354.24,8351.54
Female,52,No,0,0,12,Offer D,Yes,34.73,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.15,1057.55,0.0,70,416.76,1544.31
Male,32,No,0,0,56,Offer B,Yes,37.15,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.4,4922.4,0.0,0,2080.4,7002.8
Female,80,Yes,0,5,72,Offer A,Yes,15.23,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0.0,0,1096.56,9143.41
Female,56,No,3,0,7,Offer E,Yes,49.66,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.05,96.8,0.0,0,347.62,444.42
Male,59,Yes,0,9,66,Offer A,Yes,45.03,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,20.35,1359.5,0.0,0,2971.98,4331.48
Male,38,No,0,0,20,Offer D,Yes,25.41,Yes,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.7,1781.35,0.0,0,508.2,2289.55
Male,29,Yes,0,4,72,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,58.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,8349.45,0.0,0,2571.12,10920.57
Male,19,No,0,0,2,Offer E,No,0.0,No Phone Service,Yes,DSL,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.3,38.45,0.0,0,0.0,38.45
Male,53,No,0,0,2,Offer E,Yes,6.74,No,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.3,157.75,0.0,0,13.48,171.23
Female,70,No,2,0,15,Offer D,Yes,44.07,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.45,1145.7,0.0,0,661.05,1806.75
Female,48,Yes,1,0,12,Offer D,Yes,8.25,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,297.1
Male,71,Yes,0,1,51,Offer B,No,0.0,No Phone Service,Yes,DSL,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.45,1459.35,0.0,0,0.0,1459.35
Male,63,No,2,0,11,Offer D,Yes,47.12,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78.0,851.8,0.0,0,518.32,1370.12
Male,19,Yes,3,8,63,Offer B,Yes,24.5,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.25,1573.05,0.0,0,1543.5,3116.55
Female,49,No,0,0,29,Offer C,Yes,27.75,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.6,2933.2,0.0,0,804.75,3737.95
Female,52,No,0,0,11,Offer D,Yes,24.57,Yes,Yes,Cable,10.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,0.0,70,270.27,941.87
Female,25,No,0,0,15,Offer D,Yes,36.34,No,Yes,DSL,48.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,892.65,0.0,0,545.1,1437.75
Female,45,No,0,0,18,Offer D,No,0.0,No Phone Service,Yes,DSL,11.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.2,607.3,0.0,50,0.0,657.3
Female,60,Yes,0,9,59,Offer B,Yes,26.99,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,18.4,1057.85,0.0,0,1592.41,2650.26
Male,36,Yes,0,5,71,Offer A,Yes,10.97,Yes,Yes,DSL,20.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.1,5585.4,0.0,0,778.87,6364.27
Female,31,No,0,0,8,Offer E,Yes,31.02,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,19.2,161.95,0.0,0,248.16,410.11
Male,75,Yes,0,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,0,95.41,772.11
Male,27,Yes,0,1,21,Offer D,Yes,21.83,Yes,Yes,Fiber Optic,59.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1,2249.95,0.0,0,458.43,2708.38
Female,30,No,3,0,16,Offer D,Yes,27.23,Yes,Yes,Fiber Optic,69.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,79.5,1264.2,0.0,0,435.68,1699.88
Female,44,Yes,2,5,72,Offer A,No,0.0,No Phone Service,Yes,Cable,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,4575.35,0.0,0,0.0,4575.35
Female,28,Yes,0,8,41,Offer B,Yes,18.84,Yes,Yes,Cable,26.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,78.35,3211.2,0.0,0,772.44,3983.64
Male,55,No,0,0,66,Offer A,Yes,48.78,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,9200.36
Male,23,Yes,0,10,72,Offer A,Yes,27.97,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.7,1421.9,0.0,0,2013.84,3435.74
Female,34,Yes,2,2,61,Offer B,Yes,42.85,No,Yes,DSL,11.0,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.7,2961.4,0.0,0,2613.85,5575.25
Male,28,No,0,0,4,Offer E,Yes,42.06,Yes,Yes,Fiber Optic,58.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,0.0,0,168.24,498.29
Female,75,Yes,0,2,72,Offer A,Yes,44.89,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8443.7,0.0,120,3232.08,11795.78
Male,46,No,0,0,2,Offer E,Yes,17.03,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.0,32.7,0.0,0,34.06,66.76
Female,44,Yes,0,5,64,Offer B,Yes,6.81,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.0,1584.8,0.0,0,435.84,2020.64
Female,34,No,0,0,11,Offer D,Yes,33.79,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,888.65,0.0,0,371.69,1260.34
Female,28,No,0,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,929.3,0.0,0,110.66,1039.96
Male,48,Yes,0,8,60,Offer B,Yes,19.22,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,0.0,0,1153.2,7310.8
Female,27,Yes,0,1,72,Offer A,Yes,38.79,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.0,7104.2,0.0,0,2792.88,9897.08
Male,65,No,0,0,1,Offer E,Yes,28.46,No,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11
Male,21,Yes,1,1,72,Offer A,Yes,27.1,Yes,Yes,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.95,6614.9,0.0,0,1951.2,8566.1
Female,37,No,0,0,25,Offer C,No,0.0,No Phone Service,Yes,Cable,29.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.2,1423.15,0.0,0,0.0,1423.15
Male,70,No,0,0,20,Offer D,Yes,48.46,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,89.95,1648.45,0.0,0,969.2,2617.65
Male,34,No,0,0,9,Offer E,No,0.0,No Phone Service,Yes,Cable,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373.0,0.0,0,0.0,373.0
